date,product_name,quantity,weather,event
2025-05-17,Rais Boll Ayam Suwir,3,2,0
2025-05-17,Rais Boll Cumi Asin,3,2,0
2025-05-17,Tahu Bacem,4,2,0
2025-05-17,Tempe Bacem,5,2,0
2025-05-17,Nasi Kucing Ayam Suwir,3,2,0
2025-05-17,Nasi Kucing Cumi Asin,2,2,0
2025-05-18,Buntut,14,2,0
2025-05-18,Telur Puyuh,21,2,0
2025-05-18,Tahu,12,2,0
2025-05-18,Ampela,10,2,0
2025-05-18,Usus,8,2,0
2025-05-18,Ceker,31,2,0
2025-05-18,Leher,4,2,0
2025-05-18,Cikua,9,2,0
2025-05-18,Sosis Kecil,16,2,0
2025-05-18,Sosis Besar,20,2,0
2025-05-18,Bakso,31,2,0
2025-05-18,Rais Boll Ayam Suwir,3,2,0
2025-05-18,Rais Boll Cumi Asin,2,2,0
2025-05-18,Tahu Bacem,5,2,0
2025-05-18,Tempe Bacem,5,2,0
2025-05-18,Nasi Kucing Ayam Suwir,2,2,0
2025-05-18,Nasi Kucing Cumi Asin,2,2,0
2025-05-19,Buntut,11,2,0
2025-05-19,Telur Puyuh,14,2,0
2025-05-19,Tahu,13,2,0
2025-05-19,Ampela,6,2,0
2025-05-19,Usus,8,2,0
2025-05-19,Ceker,23,2,0
2025-05-19,Leher,4,2,0
2025-05-19,Cikua,4,2,0
2025-05-19,Sosis Kecil,7,2,0
2025-05-19,Sosis Besar,15,2,0
2025-05-19,Bakso,30,2,0
2025-05-19,Rais Boll Ayam Suwir,2,2,0
2025-05-19,Rais Boll Cumi Asin,1,2,0
2025-05-19,Tahu Bacem,4,2,0
2025-05-19,Tempe Bacem,4,2,0
2025-05-19,Nasi Kucing Ayam Suwir,2,2,0
2025-05-19,Nasi Kucing Cumi Asin,2,2,0
2025-05-20,Buntut,10,2,0
2025-05-20,Telur Puyuh,15,2,0
2025-05-20,Tahu,9,2,0
2025-05-20,Ampela,10,2,0
2025-05-20,Usus,7,2,0
2025-05-20,Ceker,22,2,0
2025-05-20,Leher,3,2,0
2025-05-20,Cikua,6,2,0
2025-05-20,Sosis Kecil,10,2,0
2025-05-20,Sosis Besar,14,2,0
2025-05-20,Bakso,28,2,0
2025-05-20,Rais Boll Ayam Suwir,2,2,0
2025-05-20,Rais Boll Cumi Asin,2,2,0
2025-05-20,Tahu Bacem,3,2,0
2025-05-20,Tempe Bacem,3,2,0
2025-05-20,Nasi Kucing Ayam Suwir,2,2,0
2025-05-20,Nasi Kucing Cumi Asin,2,2,0
2025-05-21,Buntut,16,1,0
2025-05-21,Telur Puyuh,20,1,0
2025-05-21,Tahu,16,1,0
2025-05-21,Ampela,14,1,0
2025-05-21,Usus,12,1,0
2025-05-21,Ceker,34,1,0
2025-05-21,Leher,6,1,0
2025-05-21,Cikua,7,1,0
2025-05-21,Sosis Kecil,18,1,0
2025-05-21,Sosis Besar,32,1,0
2025-05-21,Bakso,40,1,0
2025-05-21,Rais Boll Ayam Suwir,3,1,0
2025-05-21,Rais Boll Cumi Asin,3,1,0
2025-05-21,Tahu Bacem,6,1,0
2025-05-21,Tempe Bacem,6,1,0
2025-05-21,Nasi Kucing Ayam Suwir,3,1,0
2025-05-21,Nasi Kucing Cumi Asin,3,1,0
2025-05-22,Buntut,10,2,0
2025-05-22,Telur Puyuh,19,2,0
2025-05-22,Tahu,12,2,0
2025-05-22,Ampela,11,2,0
2025-05-22,Usus,8,2,0
2025-05-22,Ceker,27,2,0
2025-05-22,Leher,4,2,0
2025-05-22,Cikua,5,2,0
2025-05-22,Sosis Kecil,12,2,0
2025-05-22,Sosis Besar,19,2,0
2025-05-22,Bakso,33,2,0
2025-05-22,Rais Boll Ayam Suwir,3,2,0
2025-05-22,Rais Boll Cumi Asin,2,2,0
2025-05-22,Tahu Bacem,3,2,0
2025-05-22,Tempe Bacem,4,2,0
2025-05-22,Nasi Kucing Ayam Suwir,2,2,0
2025-05-22,Nasi Kucing Cumi Asin,2,2,0
2025-05-23,Buntut,13,2,0
2025-05-23,Telur Puyuh,20,2,0
2025-05-23,Tahu,7,2,0
2025-05-23,Ampela,11,2,0
2025-05-23,Usus,9,2,0
2025-05-23,Ceker,25,2,0
2025-05-23,Leher,5,2,0
2025-05-23,Cikua,7,2,0
2025-05-23,Sosis Kecil,13,2,0
2025-05-23,Sosis Besar,25,2,0
2025-05-23,Bakso,36,2,0
2025-05-23,Rais Boll Ayam Suwir,3,2,0
2025-05-23,Rais Boll Cumi Asin,3,2,0
2025-05-23,Tahu Bacem,5,2,0
2025-05-23,Tempe Bacem,4,2,0
2025-05-23,Nasi Kucing Ayam Suwir,3,2,0
2025-05-23,Nasi Kucing Cumi Asin,2,2,0
2025-05-24,Buntut,14,2,0
2025-05-24,Telur Puyuh,24,2,0
2025-05-24,Tahu,15,2,0
2025-05-24,Ampela,15,2,0
2025-05-24,Usus,10,2,0
2025-05-24,Ceker,28,2,0
2025-05-24,Leher,5,2,0
2025-05-24,Cikua,6,2,0
2025-05-24,Sosis Kecil,17,2,0
2025-05-24,Sosis Besar,26,2,0
2025-05-24,Bakso,42,2,0
2025-05-24,Rais Boll Ayam Suwir,3,2,0
2025-05-24,Rais Boll Cumi Asin,3,2,0
2025-05-24,Tahu Bacem,5,2,0
2025-05-24,Tempe Bacem,5,2,0
2025-05-24,Nasi Kucing Ayam Suwir,3,2,0
2025-05-24,Nasi Kucing Cumi Asin,2,2,0
2025-05-25,Buntut,14,2,0
2025-05-25,Telur Puyuh,21,2,0
2025-05-25,Tahu,11,2,0
2025-05-25,Ampela,11,2,0
2025-05-25,Usus,12,2,0
2025-05-25,Ceker,24,2,0
2025-05-25,Leher,5,2,0
2025-05-25,Cikua,8,2,0
2025-05-25,Sosis Kecil,14,2,0
2025-05-25,Sosis Besar,26,2,0
2025-05-25,Bakso,36,2,0
2025-05-25,Rais Boll Ayam Suwir,3,2,0
2025-05-25,Rais Boll Cumi Asin,3,2,0
2025-05-25,Tahu Bacem,5,2,0
2025-05-25,Tempe Bacem,4,2,0
2025-05-25,Nasi Kucing Ayam Suwir,2,2,0
2025-05-25,Nasi Kucing Cumi Asin,2,2,0
2025-05-26,Buntut,0,1,0
2025-05-26,Telur Puyuh,0,1,0
2025-05-26,Tahu,0,1,0
2025-05-26,Ampela,0,1,0
2025-05-26,Usus,0,1,0
2025-05-26,Ceker,0,1,0
2025-05-26,Leher,0,1,0
2025-05-26,Cikua,0,1,0
2025-05-26,Sosis Kecil,0,1,0
2025-05-26,Sosis Besar,0,1,0
2025-05-26,Bakso,0,1,0
2025-05-26,Rais Boll Ayam Suwir,0,1,0
2025-05-26,Rais Boll Cumi Asin,0,1,0
2025-05-26,Tahu Bacem,0,1,0
2025-05-26,Tempe Bacem,0,1,0
2025-05-26,Nasi Kucing Ayam Suwir,0,1,0
2025-05-26,Nasi Kucing Cumi Asin,0,1,0
2025-05-27,Buntut,9,2,0
2025-05-27,Telur Puyuh,17,2,0
2025-05-27,Tahu,11,2,0
2025-05-27,Ampela,9,2,0
2025-05-27,Usus,5,2,0
2025-05-27,Ceker,21,2,0
2025-05-27,Leher,3,2,0
2025-05-27,Cikua,7,2,0
2025-05-27,Sosis Kecil,9,2,0
2025-05-27,Sosis Besar,19,2,0
2025-05-27,Bakso,31,2,0
2025-05-27,Rais Boll Ayam Suwir,2,2,0
2025-05-27,Rais Boll Cumi Asin,2,2,0
2025-05-27,Tahu Bacem,4,2,0
2025-05-27,Tempe Bacem,3,2,0
2025-05-27,Nasi Kucing Ayam Suwir,2,2,0
2025-05-27,Nasi Kucing Cumi Asin,2,2,0
2025-05-28,Buntut,9,2,0
2025-05-28,Telur Puyuh,14,2,0
2025-05-28,Tahu,10,2,0
2025-05-28,Ampela,8,2,0
2025-05-28,Usus,7,2,0
2025-05-28,Ceker,23,2,0
2025-05-28,Leher,3,2,0
2025-05-28,Cikua,7,2,0
2025-05-28,Sosis Kecil,10,2,0
2025-05-28,Sosis Besar,18,2,0
2025-05-28,Bakso,25,2,0
2025-05-28,Rais Boll Ayam Suwir,2,2,0
2025-05-28,Rais Boll Cumi Asin,2,2,0
2025-05-28,Tahu Bacem,3,2,0
2025-05-28,Tempe Bacem,3,2,0
2025-05-28,Nasi Kucing Ayam Suwir,2,2,0
2025-05-28,Nasi Kucing Cumi Asin,2,2,0
2025-05-29,Buntut,17,1,1
2025-05-29,Telur Puyuh,30,1,1
2025-05-29,Tahu,16,1,1
2025-05-29,Ampela,14,1,1
2025-05-29,Usus,13,1,1
2025-05-29,Ceker,42,1,1
2025-05-29,Leher,5,1,1
2025-05-29,Cikua,9,1,1
2025-05-29,Sosis Kecil,15,1,1
2025-05-29,Sosis Besar,27,1,1
2025-05-29,Bakso,50,1,1
2025-05-29,Rais Boll Ayam Suwir,3,1,1
2025-05-29,Rais Boll Cumi Asin,3,1,1
2025-05-29,Tahu Bacem,5,1,1
2025-05-29,Tempe Bacem,5,1,1
2025-05-29,Nasi Kucing Ayam Suwir,3,1,1
2025-05-29,Nasi Kucing Cumi Asin,3,1,1
2025-05-30,Buntut,13,2,0
2025-05-30,Telur Puyuh,18,2,0
2025-05-30,Tahu,14,2,0
2025-05-30,Ampela,11,2,0
2025-05-30,Usus,9,2,0
2025-05-30,Ceker,28,2,0
2025-05-30,Leher,4,2,0
2025-05-30,Cikua,7,2,0
2025-05-30,Sosis Kecil,14,2,0
2025-05-30,Sosis Besar,18,2,0
2025-05-30,Bakso,38,2,0
2025-05-30,Rais Boll Ayam Suwir,3,2,0
2025-05-30,Rais Boll Cumi Asin,2,2,0
2025-05-30,Tahu Bacem,5,2,0
2025-05-30,Tempe Bacem,4,2,0
2025-05-30,Nasi Kucing Ayam Suwir,2,2,0
2025-05-30,Nasi Kucing Cumi Asin,2,2,0
2025-05-31,Buntut,15,2,0
2025-05-31,Telur Puyuh,21,2,0
2025-05-31,Tahu,12,2,0
2025-05-31,Ampela,14,2,0
2025-05-31,Usus,12,2,0
2025-05-31,Ceker,32,2,0
2025-05-31,Leher,5,2,0
2025-05-31,Cikua,5,2,0
2025-05-31,Sosis Kecil,14,2,0
2025-05-31,Sosis Besar,26,2,0
2025-05-31,Bakso,39,2,0
2025-05-31,Rais Boll Ayam Suwir,3,2,0
2025-05-31,Rais Boll Cumi Asin,3,2,0
2025-05-31,Tahu Bacem,5,2,0
2025-05-31,Tempe Bacem,5,2,0
2025-05-31,Nasi Kucing Ayam Suwir,3,2,0
2025-05-31,Nasi Kucing Cumi Asin,2,2,0
2025-06-01,Buntut,17,2,1
2025-06-01,Telur Puyuh,29,2,1
2025-06-01,Tahu,15,2,1
2025-06-01,Ampela,10,2,1
2025-06-01,Usus,12,2,1
2025-06-01,Ceker,34,2,1
2025-06-01,Leher,5,2,1
2025-06-01,Cikua,8,2,1
2025-06-01,Sosis Kecil,20,2,1
2025-06-01,Sosis Besar,25,2,1
2025-06-01,Bakso,43,2,1
2025-06-01,Rais Boll Ayam Suwir,3,2,1
2025-06-01,Rais Boll Cumi Asin,3,2,1
2025-06-01,Tahu Bacem,5,2,1
2025-06-01,Tempe Bacem,6,2,1
2025-06-01,Nasi Kucing Ayam Suwir,3,2,1
2025-06-01,Nasi Kucing Cumi Asin,2,2,1
2025-06-02,Buntut,9,2,0
2025-06-02,Telur Puyuh,14,2,0
2025-06-02,Tahu,10,2,0
2025-06-02,Ampela,7,2,0
2025-06-02,Usus,7,2,0
2025-06-02,Ceker,18,2,0
2025-06-02,Leher,3,2,0
2025-06-02,Cikua,5,2,0
2025-06-02,Sosis Kecil,10,2,0
2025-06-02,Sosis Besar,16,2,0
2025-06-02,Bakso,24,2,0
2025-06-02,Rais Boll Ayam Suwir,2,2,0
2025-06-02,Rais Boll Cumi Asin,2,2,0
2025-06-02,Tahu Bacem,2,2,0
2025-06-02,Tempe Bacem,3,2,0
2025-06-02,Nasi Kucing Ayam Suwir,2,2,0
2025-06-02,Nasi Kucing Cumi Asin,2,2,0
2025-06-03,Buntut,0,2,0
2025-06-03,Telur Puyuh,0,2,0
2025-06-03,Tahu,0,2,0
2025-06-03,Ampela,0,2,0
2025-06-03,Usus,0,2,0
2025-06-03,Ceker,0,2,0
2025-06-03,Leher,0,2,0
2025-06-03,Cikua,0,2,0
2025-06-03,Sosis Kecil,0,2,0
2025-06-03,Sosis Besar,0,2,0
2025-06-03,Bakso,0,2,0
2025-06-03,Rais Boll Ayam Suwir,0,2,0
2025-06-03,Rais Boll Cumi Asin,0,2,0
2025-06-03,Tahu Bacem,0,2,0
2025-06-03,Tempe Bacem,0,2,0
2025-06-03,Nasi Kucing Ayam Suwir,0,2,0
2025-06-03,Nasi Kucing Cumi Asin,0,2,0
2025-06-04,Buntut,10,2,0
2025-06-04,Telur Puyuh,13,2,0
2025-06-04,Tahu,11,2,0
2025-06-04,Ampela,9,2,0
2025-06-04,Usus,5,2,0
2025-06-04,Ceker,22,2,0
2025-06-04,Leher,2,2,0
2025-06-04,Cikua,5,2,0
2025-06-04,Sosis Kecil,11,2,0
2025-06-04,Sosis Besar,19,2,0
2025-06-04,Bakso,30,2,0
2025-06-04,Rais Boll Ayam Suwir,2,2,0
2025-06-04,Rais Boll Cumi Asin,2,2,0
2025-06-04,Tahu Bacem,4,2,0
2025-06-04,Tempe Bacem,3,2,0
2025-06-04,Nasi Kucing Ayam Suwir,2,2,0
2025-06-04,Nasi Kucing Cumi Asin,2,2,0
2025-06-05,Buntut,12,2,0
2025-06-05,Telur Puyuh,15,2,0
2025-06-05,Tahu,12,2,0
2025-06-05,Ampela,12,2,0
2025-06-05,Usus,7,2,0
2025-06-05,Ceker,26,2,0
2025-06-05,Leher,2,2,0
2025-06-05,Cikua,6,2,0
2025-06-05,Sosis Kecil,12,2,0
2025-06-05,Sosis Besar,18,2,0
2025-06-05,Bakso,33,2,0
2025-06-05,Rais Boll Ayam Suwir,3,2,0
2025-06-05,Rais Boll Cumi Asin,2,2,0
2025-06-05,Tahu Bacem,4,2,0
2025-06-05,Tempe Bacem,3,2,0
2025-06-05,Nasi Kucing Ayam Suwir,2,2,0
2025-06-05,Nasi Kucing Cumi Asin,2,2,0
2025-06-06,Buntut,8,1,1
2025-06-06,Telur Puyuh,12,1,1
2025-06-06,Tahu,6,1,1
2025-06-06,Ampela,8,1,1
2025-06-06,Usus,4,1,1
2025-06-06,Ceker,17,1,1
2025-06-06,Leher,2,1,1
2025-06-06,Cikua,3,1,1
2025-06-06,Sosis Kecil,7,1,1
2025-06-06,Sosis Besar,12,1,1
2025-06-06,Bakso,21,1,1
2025-06-06,Rais Boll Ayam Suwir,1,1,1
2025-06-06,Rais Boll Cumi Asin,2,1,1
2025-06-06,Tahu Bacem,2,1,1
2025-06-06,Tempe Bacem,3,1,1
2025-06-06,Nasi Kucing Ayam Suwir,1,1,1
2025-06-06,Nasi Kucing Cumi Asin,1,1,1
2025-06-07,Buntut,5,2,0
2025-06-07,Telur Puyuh,7,2,0
2025-06-07,Tahu,6,2,0
2025-06-07,Ampela,7,2,0
2025-06-07,Usus,5,2,0
2025-06-07,Ceker,17,2,0
2025-06-07,Leher,1,2,0
2025-06-07,Cikua,0,2,0
2025-06-07,Sosis Kecil,8,2,0
2025-06-07,Sosis Besar,10,2,0
2025-06-07,Bakso,18,2,0
2025-06-07,Rais Boll Ayam Suwir,1,2,0
2025-06-07,Rais Boll Cumi Asin,1,2,0
2025-06-07,Tahu Bacem,3,2,0
2025-06-07,Tempe Bacem,2,2,0
2025-06-07,Nasi Kucing Ayam Suwir,1,2,0
2025-06-07,Nasi Kucing Cumi Asin,1,2,0
2025-06-08,Buntut,7,2,0
2025-06-08,Telur Puyuh,8,2,0
2025-06-08,Tahu,7,2,0
2025-06-08,Ampela,4,2,0
2025-06-08,Usus,5,2,0
2025-06-08,Ceker,15,2,0
2025-06-08,Leher,2,2,0
2025-06-08,Cikua,2,2,0
2025-06-08,Sosis Kecil,8,2,0
2025-06-08,Sosis Besar,9,2,0
2025-06-08,Bakso,11,2,0
2025-06-08,Rais Boll Ayam Suwir,1,2,0
2025-06-08,Rais Boll Cumi Asin,1,2,0
2025-06-08,Tahu Bacem,2,2,0
2025-06-08,Tempe Bacem,1,2,0
2025-06-08,Nasi Kucing Ayam Suwir,1,2,0
2025-06-08,Nasi Kucing Cumi Asin,1,2,0
2025-06-09,Buntut,11,2,0
2025-06-09,Telur Puyuh,12,2,0
2025-06-09,Tahu,4,2,0
2025-06-09,Ampela,6,2,0
2025-06-09,Usus,5,2,0
2025-06-09,Ceker,18,2,0
2025-06-09,Leher,2,2,0
2025-06-09,Cikua,6,2,0
2025-06-09,Sosis Kecil,9,2,0
2025-06-09,Sosis Besar,13,2,0
2025-06-09,Bakso,23,2,0
2025-06-09,Rais Boll Ayam Suwir,2,2,0
2025-06-09,Rais Boll Cumi Asin,2,2,0
2025-06-09,Tahu Bacem,2,2,0
2025-06-09,Tempe Bacem,3,2,0
2025-06-09,Nasi Kucing Ayam Suwir,2,2,0
2025-06-09,Nasi Kucing Cumi Asin,2,2,0
2025-06-10,Buntut,9,2,0
2025-06-10,Telur Puyuh,18,2,0
2025-06-10,Tahu,9,2,0
2025-06-10,Ampela,7,2,0
2025-06-10,Usus,9,2,0
2025-06-10,Ceker,23,2,0
2025-06-10,Leher,3,2,0
2025-06-10,Cikua,7,2,0
2025-06-10,Sosis Kecil,11,2,0
2025-06-10,Sosis Besar,15,2,0
2025-06-10,Bakso,25,2,0
2025-06-10,Rais Boll Ayam Suwir,2,2,0
2025-06-10,Rais Boll Cumi Asin,2,2,0
2025-06-10,Tahu Bacem,3,2,0
2025-06-10,Tempe Bacem,4,2,0
2025-06-10,Nasi Kucing Ayam Suwir,2,2,0
2025-06-10,Nasi Kucing Cumi Asin,2,2,0
2025-06-11,Buntut,15,1,0
2025-06-11,Telur Puyuh,21,1,0
2025-06-11,Tahu,14,1,0
2025-06-11,Ampela,15,1,0
2025-06-11,Usus,12,1,0
2025-06-11,Ceker,30,1,0
2025-06-11,Leher,4,1,0
2025-06-11,Cikua,8,1,0
2025-06-11,Sosis Kecil,16,1,0
2025-06-11,Sosis Besar,28,1,0
2025-06-11,Bakso,47,1,0
2025-06-11,Rais Boll Ayam Suwir,4,1,0
2025-06-11,Rais Boll Cumi Asin,3,1,0
2025-06-11,Tahu Bacem,5,1,0
2025-06-11,Tempe Bacem,5,1,0
2025-06-11,Nasi Kucing Ayam Suwir,3,1,0
2025-06-11,Nasi Kucing Cumi Asin,3,1,0
2025-06-12,Buntut,12,2,0
2025-06-12,Telur Puyuh,15,2,0
2025-06-12,Tahu,11,2,0
2025-06-12,Ampela,8,2,0
2025-06-12,Usus,7,2,0
2025-06-12,Ceker,22,2,0
2025-06-12,Leher,3,2,0
2025-06-12,Cikua,6,2,0
2025-06-12,Sosis Kecil,10,2,0
2025-06-12,Sosis Besar,20,2,0
2025-06-12,Bakso,32,2,0
2025-06-12,Rais Boll Ayam Suwir,3,2,0
2025-06-12,Rais Boll Cumi Asin,2,2,0
2025-06-12,Tahu Bacem,4,2,0
2025-06-12,Tempe Bacem,4,2,0
2025-06-12,Nasi Kucing Ayam Suwir,2,2,0
2025-06-12,Nasi Kucing Cumi Asin,2,2,0
2025-06-13,Buntut,13,2,0
2025-06-13,Telur Puyuh,20,2,0
2025-06-13,Tahu,11,2,0
2025-06-13,Ampela,10,2,0
2025-06-13,Usus,8,2,0
2025-06-13,Ceker,31,2,0
2025-06-13,Leher,4,2,0
2025-06-13,Cikua,7,2,0
2025-06-13,Sosis Kecil,14,2,0
2025-06-13,Sosis Besar,24,2,0
2025-06-13,Bakso,35,2,0
2025-06-13,Rais Boll Ayam Suwir,3,2,0
2025-06-13,Rais Boll Cumi Asin,2,2,0
2025-06-13,Tahu Bacem,4,2,0
2025-06-13,Tempe Bacem,4,2,0
2025-06-13,Nasi Kucing Ayam Suwir,2,2,0
2025-06-13,Nasi Kucing Cumi Asin,2,2,0
2025-06-14,Buntut,13,2,0
2025-06-14,Telur Puyuh,21,2,0
2025-06-14,Tahu,15,2,0
2025-06-14,Ampela,13,2,0
2025-06-14,Usus,13,2,0
2025-06-14,Ceker,31,2,0
2025-06-14,Leher,5,2,0
2025-06-14,Cikua,9,2,0
2025-06-14,Sosis Kecil,15,2,0
2025-06-14,Sosis Besar,24,2,0
2025-06-14,Bakso,39,2,0
2025-06-14,Rais Boll Ayam Suwir,3,2,0
2025-06-14,Rais Boll Cumi Asin,3,2,0
2025-06-14,Tahu Bacem,5,2,0
2025-06-14,Tempe Bacem,4,2,0
2025-06-14,Nasi Kucing Ayam Suwir,2,2,0
2025-06-14,Nasi Kucing Cumi Asin,2,2,0
2025-06-15,Buntut,12,2,0
2025-06-15,Telur Puyuh,18,2,0
2025-06-15,Tahu,11,2,0
2025-06-15,Ampela,15,2,0
2025-06-15,Usus,10,2,0
2025-06-15,Ceker,26,2,0
2025-06-15,Leher,5,2,0
2025-06-15,Cikua,7,2,0
2025-06-15,Sosis Kecil,14,2,0
2025-06-15,Sosis Besar,22,2,0
2025-06-15,Bakso,31,2,0
2025-06-15,Rais Boll Ayam Suwir,3,2,0
2025-06-15,Rais Boll Cumi Asin,3,2,0
2025-06-15,Tahu Bacem,5,2,0
2025-06-15,Tempe Bacem,5,2,0
2025-06-15,Nasi Kucing Ayam Suwir,2,2,0
2025-06-15,Nasi Kucing Cumi Asin,2,2,0
2025-06-16,Buntut,10,2,0
2025-06-16,Telur Puyuh,15,2,0
2025-06-16,Tahu,9,2,0
2025-06-16,Ampela,8,2,0
2025-06-16,Usus,5,2,0
2025-06-16,Ceker,21,2,0
2025-06-16,Leher,4,2,0
2025-06-16,Cikua,4,2,0
2025-06-16,Sosis Kecil,3,2,0
2025-06-16,Sosis Besar,13,2,0
2025-06-16,Bakso,27,2,0
2025-06-16,Rais Boll Ayam Suwir,2,2,0
2025-06-16,Rais Boll Cumi Asin,2,2,0
2025-06-16,Tahu Bacem,3,2,0
2025-06-16,Tempe Bacem,3,2,0
2025-06-16,Nasi Kucing Ayam Suwir,2,2,0
2025-06-16,Nasi Kucing Cumi Asin,2,2,0
2025-06-17,Buntut,11,2,0
2025-06-17,Telur Puyuh,18,2,0
2025-06-17,Tahu,9,2,0
2025-06-17,Ampela,9,2,0
2025-06-17,Usus,7,2,0
2025-06-17,Ceker,20,2,0
2025-06-17,Leher,4,2,0
2025-06-17,Cikua,4,2,0
2025-06-17,Sosis Kecil,12,2,0
2025-06-17,Sosis Besar,15,2,0
2025-06-17,Bakso,30,2,0
2025-06-17,Rais Boll Ayam Suwir,2,2,0
2025-06-17,Rais Boll Cumi Asin,2,2,0
2025-06-17,Tahu Bacem,3,2,0
2025-06-17,Tempe Bacem,4,2,0
2025-06-17,Nasi Kucing Ayam Suwir,2,2,0
2025-06-17,Nasi Kucing Cumi Asin,2,2,0
2025-06-18,Buntut,16,1,0
2025-06-18,Telur Puyuh,28,1,0
2025-06-18,Tahu,13,1,0
2025-06-18,Ampela,13,1,0
2025-06-18,Usus,12,1,0
2025-06-18,Ceker,36,1,0
2025-06-18,Leher,5,1,0
2025-06-18,Cikua,7,1,0
2025-06-18,Sosis Kecil,16,1,0
2025-06-18,Sosis Besar,29,1,0
2025-06-18,Bakso,45,1,0
2025-06-18,Rais Boll Ayam Suwir,3,1,0
2025-06-18,Rais Boll Cumi Asin,3,1,0
2025-06-18,Tahu Bacem,5,1,0
2025-06-18,Tempe Bacem,5,1,0
2025-06-18,Nasi Kucing Ayam Suwir,3,1,0
2025-06-18,Nasi Kucing Cumi Asin,3,1,0
2025-06-19,Buntut,16,1,0
2025-06-19,Telur Puyuh,22,1,0
2025-06-19,Tahu,15,1,0
2025-06-19,Ampela,13,1,0
2025-06-19,Usus,12,1,0
2025-06-19,Ceker,34,1,0
2025-06-19,Leher,5,1,0
2025-06-19,Cikua,9,1,0
2025-06-19,Sosis Kecil,17,1,0
2025-06-19,Sosis Besar,24,1,0
2025-06-19,Bakso,43,1,0
2025-06-19,Rais Boll Ayam Suwir,3,1,0
2025-06-19,Rais Boll Cumi Asin,3,1,0
2025-06-19,Tahu Bacem,6,1,0
2025-06-19,Tempe Bacem,5,1,0
2025-06-19,Nasi Kucing Ayam Suwir,3,1,0
2025-06-19,Nasi Kucing Cumi Asin,3,1,0
2025-06-20,Buntut,19,1,0
2025-06-20,Telur Puyuh,31,1,0
2025-06-20,Tahu,16,1,0
2025-06-20,Ampela,14,1,0
2025-06-20,Usus,14,1,0
2025-06-20,Ceker,43,1,0
2025-06-20,Leher,7,1,0
2025-06-20,Cikua,8,1,0
2025-06-20,Sosis Kecil,20,1,0
2025-06-20,Sosis Besar,29,1,0
2025-06-20,Bakso,47,1,0
2025-06-20,Rais Boll Ayam Suwir,4,1,0
2025-06-20,Rais Boll Cumi Asin,4,1,0
2025-06-20,Tahu Bacem,6,1,0
2025-06-20,Tempe Bacem,7,1,0
2025-06-20,Nasi Kucing Ayam Suwir,3,1,0
2025-06-20,Nasi Kucing Cumi Asin,3,1,0
2025-06-21,Buntut,15,2,0
2025-06-21,Telur Puyuh,25,2,0
2025-06-21,Tahu,13,2,0
2025-06-21,Ampela,10,2,0
2025-06-21,Usus,8,2,0
2025-06-21,Ceker,33,2,0
2025-06-21,Leher,5,2,0
2025-06-21,Cikua,8,2,0
2025-06-21,Sosis Kecil,17,2,0
2025-06-21,Sosis Besar,20,2,0
2025-06-21,Bakso,41,2,0
2025-06-21,Rais Boll Ayam Suwir,3,2,0
2025-06-21,Rais Boll Cumi Asin,2,2,0
2025-06-21,Tahu Bacem,5,2,0
2025-06-21,Tempe Bacem,5,2,0
2025-06-21,Nasi Kucing Ayam Suwir,2,2,0
2025-06-21,Nasi Kucing Cumi Asin,3,2,0
2025-06-22,Buntut,10,2,0
2025-06-22,Telur Puyuh,17,2,0
2025-06-22,Tahu,12,2,0
2025-06-22,Ampela,8,2,0
2025-06-22,Usus,9,2,0
2025-06-22,Ceker,29,2,0
2025-06-22,Leher,6,2,0
2025-06-22,Cikua,7,2,0
2025-06-22,Sosis Kecil,14,2,0
2025-06-22,Sosis Besar,21,2,0
2025-06-22,Bakso,17,2,0
2025-06-22,Rais Boll Ayam Suwir,3,2,0
2025-06-22,Rais Boll Cumi Asin,2,2,0
2025-06-22,Tahu Bacem,4,2,0
2025-06-22,Tempe Bacem,4,2,0
2025-06-22,Nasi Kucing Ayam Suwir,2,2,0
2025-06-22,Nasi Kucing Cumi Asin,2,2,0
2025-06-23,Buntut,7,2,0
2025-06-23,Telur Puyuh,15,2,0
2025-06-23,Tahu,8,2,0
2025-06-23,Ampela,8,2,0
2025-06-23,Usus,5,2,0
2025-06-23,Ceker,22,2,0
2025-06-23,Leher,3,2,0
2025-06-23,Cikua,4,2,0
2025-06-23,Sosis Kecil,9,2,0
2025-06-23,Sosis Besar,14,2,0
2025-06-23,Bakso,21,2,0
2025-06-23,Rais Boll Ayam Suwir,2,2,0
2025-06-23,Rais Boll Cumi Asin,2,2,0
2025-06-23,Tahu Bacem,3,2,0
2025-06-23,Tempe Bacem,4,2,0
2025-06-23,Nasi Kucing Ayam Suwir,2,2,0
2025-06-23,Nasi Kucing Cumi Asin,2,2,0
2025-06-24,Buntut,15,1,0
2025-06-24,Telur Puyuh,22,1,0
2025-06-24,Tahu,13,1,0
2025-06-24,Ampela,12,1,0
2025-06-24,Usus,9,1,0
2025-06-24,Ceker,33,1,0
2025-06-24,Leher,3,1,0
2025-06-24,Cikua,7,1,0
2025-06-24,Sosis Kecil,15,1,0
2025-06-24,Sosis Besar,23,1,0
2025-06-24,Bakso,37,1,0
2025-06-24,Rais Boll Ayam Suwir,3,1,0
2025-06-24,Rais Boll Cumi Asin,3,1,0
2025-06-24,Tahu Bacem,4,1,0
2025-06-24,Tempe Bacem,5,1,0
